respondent_id,constituency,age,gender,education,occupation,income_bracket,urban_rural,port_development,infrastructure,welfare_programs,corruption_concern,education_quality,leader_image,national_issues,law_and_order,environment_concern,transport_public,housing_affordability,women_safety,small_business_support,past_vote,vote_intention
183,Visakhapatnam (Vizag),31,Male,Graduate,Self-Employed,Low,Urban,5,4,4,4,4,5,3,3,4,3,3,4,4,YSRCP,YSRCP
184,Visakhapatnam (Vizag),56,Male,Postgraduate,Government Employee,Low,Coastal,3,3,3,4,4,3,4,5,3,4,3,4,4,BJP,BJP
185,Visakhapatnam (Vizag),44,Female,Postgraduate,Fisherman,Middle,Rural,4,5,4,4,4,3,3,3,3,4,5,3,4,YSRCP,TDP
186,Visakhapatnam (Vizag),26,Female,Secondary,Private Job,Middle,Urban,5,4,4,3,4,5,2,4,3,4,3,4,4,YSRCP,YSRCP
187,Visakhapatnam (Vizag),32,Male,Postgraduate,Private Job,Middle,Urban,4,3,4,3,4,4,3,4,3,3,4,5,5,TDP,JanaSena
188,Visakhapatnam (Vizag),32,Female,Primary,Fisherman,Low,Coastal,5,4,4,3,4,5,3,3,3,4,4,3,4,YSRCP,YSRCP
189,Visakhapatnam (Vizag),43,Male,Primary,Private Job,High,Coastal,4,4,4,3,4,4,4,2,3,4,4,4,4,JanaSena,JanaSena
190,Visakhapatnam (Vizag),59,Male,Graduate,Private Job,Low,Coastal,5,3,4,2,4,3,3,3,4,3,4,4,4,YSRCP,YSRCP
191,Visakhapatnam (Vizag),77,Male,Secondary,Private Job,Middle,Rural,4,5,4,3,4,4,2,4,4,4,4,4,4,TDP,TDP
192,Visakhapatnam (Vizag),30,Male,Secondary,Student,Middle,Urban,4,4,4,3,5,4,3,3,4,4,3,4,4,YSRCP,YSRCP
193,Visakhapatnam (Vizag),68,Male,Graduate,Private Job,Middle,Urban,5,5,3,3,3,4,3,3,4,3,4,4,4,TDP,TDP
194,Visakhapatnam (Vizag),49,Female,Secondary,Government Employee,Low,Urban,4,4,3,4,3,4,4,4,3,3,3,4,4,YSRCP,BJP
195,Visakhapatnam (Vizag),56,Female,Secondary,Government Employee,Low,Coastal,4,4,4,3,3,4,2,3,3,3,4,4,3,YSRCP,YSRCP
196,Visakhapatnam (Vizag),66,Male,Secondary,Government Employee,Middle,Rural,4,4,3,4,4,4,3,4,4,5,4,3,4,TDP,TDP
197,Visakhapatnam (Vizag),69,Female,Graduate,Government Employee,Low,Rural,4,5,3,4,4,5,3,3,3,4,4,3,3,TDP,TDP
198,Visakhapatnam (Vizag),78,Female,Graduate,Private Job,Low,Urban,5,4,5,2,3,4,4,3,3,3,3,4,5,YSRCP,JanaSena
199,Visakhapatnam (Vizag),49,Male,Secondary,Self-Employed,Low,Coastal,4,3,3,4,3,3,5,5,3,4,4,4,3,JanaSena,BJP
200,Visakhapatnam (Vizag),21,Female,Secondary,Government Employee,Middle,Urban,4,4,4,3,4,3,2,2,3,3,3,4,3,YSRCP,YSRCP
201,Visakhapatnam (Vizag),47,Female,Secondary,Private Job,Low,Urban,4,4,3,4,5,5,3,4,4,4,4,5,5,TDP,TDP
202,Visakhapatnam (Vizag),54,Male,Primary,Self-Employed,High,Urban,4,5,4,4,4,3,3,4,3,4,4,3,4,TDP,TDP
203,Visakhapatnam (Vizag),40,Male,Graduate,Government Employee,Middle,Rural,4,4,4,4,3,4,3,4,2,3,4,4,4,JanaSena,TDP
204,Visakhapatnam (Vizag),56,Female,Secondary,Private Job,High,Urban,5,4,5,3,4,4,4,3,3,5,3,3,3,YSRCP,YSRCP
205,Visakhapatnam (Vizag),62,Female,Secondary,Private Job,High,Coastal,4,4,4,4,4,3,4,4,3,5,5,4,4,TDP,TDP
206,Visakhapatnam (Vizag),32,Male,Graduate,Fisherman,Middle,Urban,5,4,3,4,4,4,4,3,3,4,4,4,5,YSRCP,TDP
207,Visakhapatnam (Vizag),60,Female,Graduate,Self-Employed,Low,Rural,3,3,3,3,3,3,5,4,4,3,3,4,4,JanaSena,BJP
208,Visakhapatnam (Vizag),46,Female,Graduate,Student,Low,Rural,4,4,4,4,4,4,4,4,3,3,3,3,3,BJP,BJP
209,Visakhapatnam (Vizag),53,Female,Secondary,Self-Employed,Low,Urban,4,5,3,3,3,4,4,3,4,4,4,4,4,TDP,TDP
210,Visakhapatnam (Vizag),30,Female,Secondary,Government Employee,Middle,Coastal,3,4,4,3,2,4,3,3,3,4,3,4,4,YSRCP,YSRCP
211,Visakhapatnam (Vizag),49,Female,Secondary,Private Job,Low,Coastal,5,4,5,3,4,5,3,4,4,4,3,4,4,JanaSena,YSRCP
212,Visakhapatnam (Vizag),24,Male,Secondary,Fisherman,Low,Rural,5,4,4,2,4,4,2,3,3,3,4,3,4,YSRCP,YSRCP
213,Visakhapatnam (Vizag),76,Male,Graduate,Government Employee,Low,Coastal,5,4,4,3,4,4,3,4,4,4,4,5,4,YSRCP,YSRCP
214,Visakhapatnam (Vizag),68,Female,Graduate,Government Employee,High,Rural,3,4,3,3,5,3,4,3,4,3,4,2,3,TDP,TDP
215,Visakhapatnam (Vizag),39,Female,Graduate,Self-Employed,Low,Urban,4,5,5,3,3,5,3,3,4,4,3,3,3,YSRCP,YSRCP
216,Visakhapatnam (Vizag),45,Male,Graduate,Private Job,Low,Rural,4,4,3,2,4,5,3,3,3,4,4,4,3,YSRCP,BJP
217,Visakhapatnam (Vizag),19,Female,Secondary,Private Job,Low,Urban,5,3,5,3,4,4,3,3,4,4,4,4,4,YSRCP,BJP
218,Visakhapatnam (Vizag),59,Female,Graduate,Government Employee,High,Urban,5,4,4,2,4,5,3,4,4,4,3,5,4,None,BJP
219,Visakhapatnam (Vizag),62,Male,Secondary,Government Employee,Middle,Urban,4,3,5,4,4,4,3,3,4,4,4,4,4,YSRCP,YSRCP
220,Visakhapatnam (Vizag),79,Female,Secondary,Government Employee,Low,Rural,4,5,4,3,4,5,3,3,4,3,4,4,2,JanaSena,YSRCP
221,Visakhapatnam (Vizag),74,Female,Secondary,Student,Low,Rural,4,3,5,3,5,5,3,4,3,4,3,4,4,TDP,TDP
222,Visakhapatnam (Vizag),70,Female,Secondary,Private Job,Low,Urban,4,4,4,3,4,3,3,4,4,4,4,3,4,TDP,TDP
223,Visakhapatnam (Vizag),23,Female,Secondary,Student,Low,Rural,3,4,4,3,4,4,3,3,3,3,4,3,3,YSRCP,YSRCP
224,Visakhapatnam (Vizag),45,Male,Postgraduate,Government Employee,High,Coastal,3,4,3,4,4,4,3,3,4,4,5,3,4,TDP,BJP
225,Visakhapatnam (Vizag),45,Female,Secondary,Self-Employed,Middle,Urban,4,4,4,3,3,4,2,4,3,3,4,4,4,YSRCP,YSRCP
226,Visakhapatnam (Vizag),61,Male,Primary,Self-Employed,Middle,Urban,5,4,4,3,4,4,3,3,4,5,4,5,4,YSRCP,YSRCP
227,Visakhapatnam (Vizag),61,Male,Secondary,Private Job,Middle,Coastal,4,4,5,3,3,5,3,4,4,4,4,5,4,None,YSRCP
228,Visakhapatnam (Vizag),37,Female,Graduate,Private Job,Low,Urban,4,4,4,4,4,4,3,3,4,4,4,4,4,TDP,TDP
229,Visakhapatnam (Vizag),47,Male,Graduate,Self-Employed,Middle,Rural,4,3,3,4,4,3,5,4,2,4,3,4,5,BJP,BJP
230,Visakhapatnam (Vizag),79,Male,Graduate,Private Job,Middle,Urban,4,4,4,2,4,4,3,3,4,3,3,4,3,YSRCP,YSRCP
231,Visakhapatnam (Vizag),28,Female,Secondary,Self-Employed,Low,Urban,4,5,5,2,3,4,3,3,3,3,4,4,4,YSRCP,YSRCP
232,Visakhapatnam (Vizag),75,Male,Graduate,Fisherman,Middle,Rural,4,4,3,3,3,4,4,3,3,4,3,3,4,JanaSena,JanaSena
233,Visakhapatnam (Vizag),72,Male,Secondary,Government Employee,Low,Rural,5,4,5,2,4,4,3,3,3,4,3,3,3,YSRCP,YSRCP
234,Visakhapatnam (Vizag),45,Female,Graduate,Self-Employed,Low,Coastal,4,4,4,3,4,4,2,2,4,4,3,3,5,YSRCP,YSRCP
235,Visakhapatnam (Vizag),42,Female,Graduate,Self-Employed,Low,Coastal,4,3,4,3,2,4,4,4,4,4,4,4,4,JanaSena,JanaSena
236,Visakhapatnam (Vizag),56,Male,Secondary,Private Job,Low,Coastal,4,4,4,5,3,3,4,4,4,3,2,3,3,JanaSena,BJP
237,Visakhapatnam (Vizag),79,Female,Primary,Student,Middle,Rural,4,5,4,4,4,3,4,3,4,4,4,3,3,TDP,TDP
238,Visakhapatnam (Vizag),50,Male,Primary,Private Job,High,Urban,4,5,4,3,5,3,3,3,3,4,4,3,4,JanaSena,TDP
239,Visakhapatnam (Vizag),18,Female,Secondary,Fisherman,Middle,Rural,4,4,4,2,5,4,3,3,3,3,4,3,4,YSRCP,YSRCP
240,Visakhapatnam (Vizag),74,Female,Secondary,Government Employee,Middle,Urban,5,4,4,2,4,4,3,3,3,4,3,4,4,YSRCP,YSRCP
241,Visakhapatnam (Vizag),44,Female,Graduate,Government Employee,Middle,Coastal,4,3,3,4,4,4,3,4,4,4,4,3,4,TDP,TDP
242,Visakhapatnam (Vizag),79,Female,Secondary,Self-Employed,Low,Urban,4,4,4,2,4,3,2,3,4,4,3,5,4,YSRCP,YSRCP
243,Visakhapatnam (Vizag),74,Female,Secondary,Private Job,Middle,Rural,4,4,3,5,3,4,2,4,3,4,4,3,4,YSRCP,TDP
244,Visakhapatnam (Vizag),69,Female,Primary,Private Job,Low,Urban,4,4,4,3,3,4,3,4,3,4,3,5,4,JanaSena,JanaSena
245,Visakhapatnam (Vizag),30,Male,Primary,Fisherman,Middle,Coastal,4,3,4,3,3,4,5,3,3,4,4,4,3,YSRCP,JanaSena
246,Visakhapatnam (Vizag),58,Male,Postgraduate,Private Job,High,Coastal,5,3,4,2,5,4,3,3,4,3,3,4,4,YSRCP,YSRCP
247,Visakhapatnam (Vizag),20,Female,Secondary,Private Job,Low,Urban,3,4,3,4,4,3,4,3,3,4,4,4,4,YSRCP,TDP
248,Visakhapatnam (Vizag),56,Male,Graduate,Student,Middle,Coastal,4,3,4,3,4,4,3,3,3,5,4,4,4,YSRCP,TDP
249,Visakhapatnam (Vizag),23,Female,Graduate,Private Job,Middle,Urban,4,3,3,4,3,5,3,3,4,4,4,4,4,TDP,JanaSena
250,Visakhapatnam (Vizag),25,Male,Graduate,Self-Employed,Middle,Rural,4,4,5,3,4,4,4,3,4,4,4,3,4,YSRCP,YSRCP
251,Visakhapatnam (Vizag),44,Female,Postgraduate,Self-Employed,Low,Coastal,5,4,4,3,4,4,3,4,3,4,3,4,4,TDP,YSRCP
252,Visakhapatnam (Vizag),26,Male,Secondary,Government Employee,Low,Urban,4,4,5,3,3,5,3,4,3,4,4,4,4,YSRCP,YSRCP
253,Visakhapatnam (Vizag),79,Male,Postgraduate,Self-Employed,Low,Coastal,4,4,4,2,3,4,3,4,4,3,4,3,4,YSRCP,YSRCP
254,Visakhapatnam (Vizag),54,Female,Primary,Student,Low,Urban,4,4,4,3,4,4,4,3,3,4,2,4,5,TDP,YSRCP
255,Visakhapatnam (Vizag),50,Male,Primary,Private Job,Low,Urban,3,4,2,3,3,3,4,4,3,3,3,4,4,YSRCP,BJP
256,Visakhapatnam (Vizag),68,Female,Graduate,Fisherman,Middle,Coastal,4,3,3,4,3,3,5,5,3,3,3,4,3,BJP,BJP
257,Visakhapatnam (Vizag),59,Male,Postgraduate,Private Job,Low,Urban,4,4,4,3,4,4,2,3,4,3,3,4,3,YSRCP,YSRCP
258,Visakhapatnam (Vizag),61,Male,Graduate,Government Employee,Middle,Coastal,4,5,3,3,4,4,4,4,4,4,3,4,3,TDP,TDP
259,Visakhapatnam (Vizag),41,Female,Primary,Self-Employed,Middle,Coastal,4,4,4,2,4,4,3,4,3,4,2,4,4,YSRCP,BJP
260,Visakhapatnam (Vizag),32,Male,Secondary,Private Job,Middle,Urban,4,4,4,3,4,4,4,3,3,3,3,4,3,BJP,BJP
261,Visakhapatnam (Vizag),76,Female,Postgraduate,Self-Employed,Low,Rural,4,4,4,3,3,4,3,4,4,4,3,4,2,JanaSena,JanaSena
262,Visakhapatnam (Vizag),71,Female,Secondary,Government Employee,Middle,Urban,4,3,4,3,3,4,2,3,5,4,4,4,3,TDP,JanaSena
263,Visakhapatnam (Vizag),49,Female,Graduate,Fisherman,High,Urban,4,3,4,4,3,5,3,3,3,5,3,4,3,None,JanaSena
264,Visakhapatnam (Vizag),49,Female,Graduate,Self-Employed,Low,Urban,5,4,4,2,4,5,3,4,4,4,3,3,4,YSRCP,YSRCP
265,Visakhapatnam (Vizag),41,Female,Secondary,Private Job,Low,Urban,3,3,5,3,4,4,4,3,4,4,3,4,4,JanaSena,YSRCP
266,Visakhapatnam (Vizag),58,Female,Secondary,Private Job,Middle,Urban,4,4,4,3,3,3,3,3,5,4,4,3,4,TDP,TDP
267,Visakhapatnam (Vizag),69,Male,Secondary,Government Employee,Low,Urban,3,3,4,4,3,4,3,3,3,3,4,4,3,TDP,JanaSena
268,Visakhapatnam (Vizag),66,Male,Secondary,Fisherman,Low,Coastal,5,5,4,3,4,4,3,4,4,4,4,4,4,YSRCP,YSRCP
269,Visakhapatnam (Vizag),79,Male,Postgraduate,Government Employee,Low,Coastal,3,4,3,3,3,4,3,3,3,4,3,4,5,YSRCP,YSRCP
270,Visakhapatnam (Vizag),66,Male,Secondary,Private Job,Low,Rural,4,4,4,4,4,4,5,4,4,3,3,4,3,BJP,BJP
271,Visakhapatnam (Vizag),75,Female,Postgraduate,Private Job,Middle,Rural,4,4,4,2,3,5,3,4,5,3,4,3,4,YSRCP,YSRCP
272,Visakhapatnam (Vizag),69,Female,Primary,Self-Employed,Low,Coastal,4,4,3,3,5,3,3,3,4,4,3,4,4,TDP,TDP
273,Visakhapatnam (Vizag),29,Male,Postgraduate,Private Job,Middle,Urban,4,4,3,3,4,4,5,4,2,3,3,4,3,TDP,BJP
274,Visakhapatnam (Vizag),79,Male,Secondary,Private Job,Middle,Rural,4,4,4,2,3,5,3,3,4,4,5,4,4,YSRCP,YSRCP
275,Visakhapatnam (Vizag),56,Male,Primary,Private Job,Middle,Coastal,4,5,5,2,4,3,4,4,4,4,4,4,4,YSRCP,YSRCP
276,Visakhapatnam (Vizag),19,Female,Primary,Self-Employed,Middle,Urban,4,4,2,4,4,3,3,5,3,3,4,4,4,BJP,BJP
277,Visakhapatnam (Vizag),20,Female,Graduate,Fisherman,Middle,Rural,5,4,4,3,4,5,3,4,4,4,4,2,4,TDP,TDP
278,Visakhapatnam (Vizag),66,Male,Graduate,Private Job,Low,Coastal,4,5,4,3,4,4,3,3,3,4,4,3,4,JanaSena,JanaSena
279,Visakhapatnam (Vizag),54,Female,Graduate,Fisherman,Middle,Coastal,4,4,4,3,4,4,4,4,3,4,3,4,3,None,YSRCP
280,Visakhapatnam (Vizag),66,Female,Primary,Fisherman,Middle,Rural,4,4,4,3,4,4,3,3,4,4,3,4,4,BJP,YSRCP
281,Visakhapatnam (Vizag),73,Male,Primary,Self-Employed,Middle,Urban,4,4,2,4,4,3,5,4,3,4,3,4,4,BJP,BJP
282,Visakhapatnam (Vizag),34,Female,Secondary,Student,Middle,Urban,4,3,3,4,4,4,4,3,3,4,3,4,4,TDP,TDP
283,Visakhapatnam (Vizag),76,Female,Secondary,Private Job,Low,Urban,4,4,4,3,3,4,2,3,4,3,3,4,3,YSRCP,YSRCP
284,Visakhapatnam (Vizag),66,Male,Secondary,Government Employee,Low,Coastal,3,5,3,4,4,4,4,5,3,4,3,3,3,JanaSena,BJP
285,Visakhapatnam (Vizag),19,Male,Postgraduate,Private Job,Middle,Urban,4,4,5,2,4,4,4,3,3,4,3,4,3,None,YSRCP
286,Visakhapatnam (Vizag),19,Male,Postgraduate,Self-Employed,Low,Coastal,5,4,5,3,3,4,2,3,4,4,3,4,4,YSRCP,JanaSena
287,Visakhapatnam (Vizag),45,Male,Postgraduate,Self-Employed,Middle,Urban,4,4,4,2,3,4,3,3,4,4,3,4,4,YSRCP,YSRCP
288,Visakhapatnam (Vizag),71,Female,Graduate,Private Job,Low,Urban,4,4,4,4,3,4,2,4,4,4,4,4,4,BJP,TDP
289,Visakhapatnam (Vizag),40,Female,Secondary,Self-Employed,Low,Urban,4,5,3,3,4,3,4,4,4,5,4,4,4,YSRCP,JanaSena
290,Visakhapatnam (Vizag),54,Male,Secondary,Student,Low,Rural,3,4,3,4,4,3,3,4,3,4,4,3,3,TDP,TDP
291,Visakhapatnam (Vizag),49,Male,Secondary,Private Job,Low,Urban,3,4,3,4,4,3,5,4,3,3,3,4,3,None,BJP
292,Visakhapatnam (Vizag),50,Male,Graduate,Private Job,Middle,Urban,4,3,4,4,4,5,4,4,3,3,3,5,3,JanaSena,JanaSena
293,Visakhapatnam (Vizag),18,Male,Primary,Private Job,Low,Urban,4,4,5,2,4,4,3,4,4,3,4,4,4,JanaSena,YSRCP
294,Visakhapatnam (Vizag),36,Female,Secondary,Student,High,Urban,4,5,4,3,4,4,2,4,4,4,3,4,4,YSRCP,YSRCP
295,Visakhapatnam (Vizag),79,Male,Primary,Self-Employed,Middle,Urban,4,4,4,3,3,5,3,3,3,5,4,3,4,YSRCP,YSRCP
296,Visakhapatnam (Vizag),19,Male,Secondary,Student,Low,Coastal,4,3,4,3,4,4,3,3,4,4,3,4,4,YSRCP,YSRCP
297,Visakhapatnam (Vizag),70,Male,Postgraduate,Self-Employed,Middle,Rural,4,4,2,3,4,4,4,4,3,4,2,4,4,BJP,BJP
298,Visakhapatnam (Vizag),61,Female,Graduate,Government Employee,Middle,Urban,3,4,2,5,4,3,4,4,3,3,3,3,3,BJP,BJP
299,Visakhapatnam (Vizag),43,Male,Secondary,Self-Employed,Middle,Coastal,4,4,2,4,4,4,4,5,3,3,3,3,3,BJP,BJP
300,Visakhapatnam (Vizag),49,Female,Postgraduate,Student,Low,Coastal,4,4,4,3,4,5,3,3,3,4,3,4,3,JanaSena,YSRCP
301,Visakhapatnam (Vizag),23,Male,Graduate,Private Job,Middle,Rural,4,5,5,3,5,4,3,4,3,4,3,4,4,YSRCP,YSRCP
302,Visakhapatnam (Vizag),49,Female,Primary,Government Employee,Middle,Rural,5,4,4,3,4,3,3,3,3,5,4,3,3,TDP,TDP
303,Visakhapatnam (Vizag),72,Female,Secondary,Self-Employed,Low,Coastal,4,4,5,3,4,4,3,3,3,3,3,3,4,YSRCP,YSRCP
304,Visakhapatnam (Vizag),21,Male,Secondary,Fisherman,Low,Coastal,5,4,3,3,4,3,3,4,4,4,4,4,5,TDP,TDP
305,Visakhapatnam (Vizag),72,Male,Primary,Self-Employed,Middle,Coastal,4,3,4,3,3,5,3,3,4,4,4,4,4,TDP,JanaSena
306,Visakhapatnam (Vizag),28,Female,Postgraduate,Fisherman,Low,Urban,4,5,3,4,4,4,4,4,4,4,4,4,5,TDP,TDP
307,Visakhapatnam (Vizag),73,Female,Secondary,Private Job,Middle,Rural,3,5,3,4,3,4,5,4,2,3,3,4,4,BJP,JanaSena
308,Visakhapatnam (Vizag),76,Male,Postgraduate,Self-Employed,Low,Rural,5,4,3,4,4,4,4,4,3,4,3,4,4,BJP,TDP
309,Visakhapatnam (Vizag),34,Male,Secondary,Private Job,High,Urban,4,5,4,2,4,5,3,3,3,4,3,4,4,YSRCP,YSRCP
310,Visakhapatnam (Vizag),55,Female,Primary,Private Job,Middle,Urban,5,5,4,4,3,4,3,3,4,4,4,3,4,TDP,TDP
311,Visakhapatnam (Vizag),41,Female,Secondary,Private Job,Low,Coastal,5,4,4,3,4,4,2,4,3,3,3,4,4,TDP,YSRCP
312,Visakhapatnam (Vizag),22,Male,Primary,Self-Employed,Low,Rural,4,4,4,3,4,5,3,3,4,5,4,4,4,YSRCP,YSRCP
313,Visakhapatnam (Vizag),69,Female,Secondary,Fisherman,Middle,Urban,4,5,4,4,4,4,3,4,4,5,4,5,5,None,TDP
314,Visakhapatnam (Vizag),51,Male,Postgraduate,Self-Employed,Middle,Rural,4,4,4,3,2,4,3,3,3,4,3,4,4,JanaSena,JanaSena
315,Visakhapatnam (Vizag),23,Female,Secondary,Fisherman,Middle,Urban,5,4,4,3,5,4,3,3,3,4,3,4,3,JanaSena,YSRCP
316,Visakhapatnam (Vizag),39,Male,Graduate,Self-Employed,Low,Urban,4,5,4,3,4,4,2,4,4,4,3,4,4,TDP,TDP
317,Visakhapatnam (Vizag),28,Male,Secondary,Self-Employed,Low,Coastal,3,3,4,4,4,4,3,3,4,4,3,4,4,JanaSena,JanaSena
318,Visakhapatnam (Vizag),65,Male,Primary,Private Job,Low,Urban,3,4,2,3,3,4,5,4,3,4,4,4,3,BJP,BJP
319,Visakhapatnam (Vizag),33,Female,Primary,Private Job,Middle,Urban,3,3,2,4,3,4,5,4,3,3,3,4,3,None,BJP
320,Visakhapatnam (Vizag),50,Male,Graduate,Private Job,Low,Coastal,5,3,5,2,4,5,3,3,3,4,4,4,4,YSRCP,YSRCP
321,Visakhapatnam (Vizag),26,Male,Primary,Government Employee,Low,Urban,3,3,3,3,4,5,3,2,4,4,3,4,3,TDP,JanaSena
322,Visakhapatnam (Vizag),77,Male,Secondary,Fisherman,Middle,Urban,5,4,4,2,3,4,3,3,4,4,4,4,3,YSRCP,YSRCP
323,Visakhapatnam (Vizag),76,Male,Graduate,Fisherman,High,Coastal,4,4,4,4,5,3,4,4,4,3,4,3,4,TDP,TDP
324,Visakhapatnam (Vizag),23,Female,Secondary,Fisherman,Low,Rural,5,3,5,2,4,4,3,3,3,4,4,4,4,YSRCP,YSRCP
325,Visakhapatnam (Vizag),33,Male,Secondary,Private Job,Low,Rural,3,4,3,4,4,3,3,3,3,4,4,4,3,None,TDP
326,Visakhapatnam (Vizag),46,Female,Secondary,Private Job,Middle,Coastal,4,5,4,2,4,4,2,4,4,4,3,4,3,JanaSena,YSRCP
327,Visakhapatnam (Vizag),20,Female,Postgraduate,Government Employee,Middle,Urban,4,5,3,4,3,4,4,4,3,5,5,4,4,TDP,TDP
328,Visakhapatnam (Vizag),37,Female,Graduate,Self-Employed,Low,Rural,4,5,4,2,4,4,2,3,3,4,3,4,4,YSRCP,YSRCP
329,Visakhapatnam (Vizag),77,Male,Secondary,Private Job,High,Rural,4,5,4,2,4,4,3,4,3,4,4,3,4,YSRCP,TDP
330,Visakhapatnam (Vizag),76,Male,Primary,Government Employee,Middle,Coastal,4,4,4,3,4,3,3,3,4,4,4,4,4,TDP,TDP
331,Visakhapatnam (Vizag),53,Male,Postgraduate,Private Job,Low,Rural,4,4,4,3,4,4,2,2,4,3,3,4,3,JanaSena,JanaSena
332,Visakhapatnam (Vizag),36,Male,Graduate,Self-Employed,Low,Rural,4,3,4,3,3,5,3,3,4,3,3,3,3,JanaSena,JanaSena
333,Visakhapatnam (Vizag),43,Male,Secondary,Self-Employed,Middle,Urban,4,5,4,2,4,4,3,3,4,5,3,4,4,YSRCP,YSRCP
334,Visakhapatnam (Vizag),20,Female,Postgraduate,Self-Employed,Middle,Urban,4,4,3,4,4,3,4,3,3,3,3,4,3,TDP,BJP
335,Visakhapatnam (Vizag),36,Male,Secondary,Self-Employed,Low,Coastal,4,3,3,4,3,3,4,4,2,4,3,4,3,BJP,BJP
336,Visakhapatnam (Vizag),37,Male,Secondary,Fisherman,Middle,Rural,4,5,4,3,3,4,3,5,3,4,3,3,4,YSRCP,YSRCP
337,Visakhapatnam (Vizag),49,Female,Graduate,Self-Employed,Middle,Rural,4,4,4,2,3,5,3,2,4,4,4,3,3,YSRCP,YSRCP
338,Visakhapatnam (Vizag),24,Male,Secondary,Student,Low,Urban,4,3,3,4,4,3,5,4,3,3,3,3,4,BJP,BJP
339,Visakhapatnam (Vizag),69,Female,Postgraduate,Private Job,Middle,Rural,3,3,4,4,3,4,3,3,5,4,3,5,4,JanaSena,JanaSena
340,Visakhapatnam (Vizag),58,Female,Graduate,Self-Employed,High,Rural,4,4,3,4,4,4,2,3,3,4,3,4,5,TDP,TDP
341,Visakhapatnam (Vizag),50,Male,Graduate,Fisherman,Low,Coastal,4,4,3,3,4,4,3,3,5,4,4,4,4,TDP,TDP
342,Visakhapatnam (Vizag),57,Female,Secondary,Government Employee,Low,Rural,4,4,3,3,5,4,3,3,4,4,4,3,4,YSRCP,TDP
343,Visakhapatnam (Vizag),56,Female,Primary,Private Job,Low,Coastal,4,4,4,2,5,4,2,3,3,4,3,4,3,YSRCP,YSRCP
344,Visakhapatnam (Vizag),35,Female,Secondary,Private Job,Middle,Coastal,3,4,2,4,4,3,4,5,3,3,3,4,4,BJP,BJP
345,Visakhapatnam (Vizag),57,Male,Graduate,Student,High,Rural,4,4,3,3,3,3,4,5,3,3,3,4,3,BJP,BJP
346,Visakhapatnam (Vizag),18,Male,Secondary,Government Employee,Low,Rural,4,5,4,3,4,4,2,3,3,4,3,4,4,YSRCP,YSRCP
347,Visakhapatnam (Vizag),28,Female,Secondary,Private Job,Middle,Coastal,4,2,4,4,4,5,3,3,3,3,3,4,4,JanaSena,JanaSena
348,Visakhapatnam (Vizag),45,Male,Graduate,Private Job,Middle,Rural,3,4,4,2,4,4,4,3,3,4,4,4,4,YSRCP,YSRCP
349,Visakhapatnam (Vizag),74,Male,Primary,Self-Employed,Middle,Coastal,4,3,4,3,4,5,3,2,2,4,5,4,3,JanaSena,JanaSena
350,Visakhapatnam (Vizag),42,Male,Graduate,Fisherman,Low,Rural,4,4,3,4,5,4,4,3,4,5,4,3,3,BJP,BJP
351,Visakhapatnam (Vizag),67,Female,Primary,Private Job,Low,Rural,4,4,4,1,5,4,3,3,4,4,3,4,4,BJP,YSRCP
352,Visakhapatnam (Vizag),40,Male,Postgraduate,Self-Employed,Low,Urban,4,4,3,4,4,4,3,4,4,4,4,4,3,TDP,TDP
353,Visakhapatnam (Vizag),48,Female,Secondary,Self-Employed,Middle,Urban,4,5,4,4,4,4,3,4,3,4,4,4,4,TDP,TDP
354,Visakhapatnam (Vizag),47,Female,Secondary,Private Job,Low,Coastal,5,4,5,2,4,4,3,3,3,3,4,3,4,YSRCP,YSRCP
355,Visakhapatnam (Vizag),59,Female,Secondary,Student,High,Rural,4,5,3,3,3,3,3,4,4,4,4,4,5,TDP,TDP
356,Visakhapatnam (Vizag),52,Female,Secondary,Self-Employed,Low,Rural,4,4,3,4,4,3,3,3,3,4,4,3,4,TDP,TDP
357,Visakhapatnam (Vizag),24,Female,Graduate,Self-Employed,Low,Coastal,3,4,3,3,4,3,3,4,3,4,3,3,4,BJP,BJP
358,Visakhapatnam (Vizag),77,Female,Graduate,Private Job,Middle,Rural,5,3,4,3,4,4,4,3,3,3,4,4,4,YSRCP,YSRCP
359,Visakhapatnam (Vizag),33,Male,Graduate,Private Job,Middle,Rural,3,4,3,3,3,4,2,3,3,4,3,3,3,YSRCP,TDP
360,Visakhapatnam (Vizag),43,Female,Primary,Private Job,Low,Coastal,4,4,3,3,4,4,3,3,4,3,3,4,4,YSRCP,YSRCP
361,Visakhapatnam (Vizag),65,Male,Secondary,Private Job,Low,Rural,2,4,4,4,4,3,3,4,3,4,3,4,3,YSRCP,BJP
362,Visakhapatnam (Vizag),74,Male,Primary,Government Employee,High,Urban,4,4,4,3,4,5,3,3,2,4,3,4,4,YSRCP,YSRCP
363,Visakhapatnam (Vizag),69,Male,Graduate,Fisherman,Low,Urban,3,3,4,4,3,4,3,2,3,5,3,4,4,JanaSena,JanaSena
364,Visakhapatnam (Vizag),77,Female,Postgraduate,Government Employee,Low,Urban,4,4,3,5,4,4,4,4,4,4,3,3,4,BJP,BJP
365,Visakhapatnam (Vizag),66,Male,Secondary,Private Job,Middle,Urban,4,4,3,4,4,4,3,3,4,4,4,5,4,TDP,TDP
